"ID"	"Name"	"Depth"	"IsLeaf"	"InCancer"	"Ba"	"N"	"A"	"B"	"H"
"GO:0030261"	"chromosome condensation"	4	FALSE	TRUE	"CDC20"	"UBE2C CDC20 PLK1 UBE2S"	"UBE2C CDC20 UBE2S PLK1 MASTL"	""	""
"GO:0030397"	"membrane disassembly"	4	FALSE	FALSE	""	""	"RACGAP1 TPX2 KIF11 CCNB1 AURKA CHEK1 NEK2 STMN1 AURKB SPAG5 PLK4 PLK1 ECT2 EVL CTSV SFRP1 MAPT SKA3"	""	""
"GO:0030496"	"midbody"	3	TRUE	TRUE	"NDC80 RAB17"	"CENPA ASPM KIF2C CDCA8 NDC80 DLGAP5 BIRC5"	"KIF2C DLGAP5 NDC80 ASPM NUSAP1 CDCA8 BIRC5 CENPA AURKA CCNB1 CENPE KIF14 CENPF TACC3 KIFC1 SPAG5 ESPL1 KIF18A GPSM2 CDCA5 FAM83D MAPT"	""	""
"GO:0030554"	"adenyl nucleotide binding"	6	FALSE	FALSE	""	"ASPM CENPA"	"NUSAP1 NDC80 CENPA ASPM SPAG5 ESPL1 GPSM2 SPDL1"	""	""
"GO:0031023"	"microtubule organizing center organization"	4	FALSE	FALSE	"NDC80 RAB17 KIF2C SYT17 CDCA8 CENPA CDH3 KIF14 MAPT RAB27B"	"CENPA NDC80 KIF2C DLGAP5 CDCA8 KIF14"	"KIF2C NDC80 BIRC5 DLGAP5 NUSAP1 CDCA8 CENPA CCNB1 CENPE KIF14 CENPF KIFC1 SPAG5 ESPL1 KIF18A GPSM2 MAPT CDCA5"	""	""
"GO:0031055"	"chromatin remodeling at centromere"	7	FALSE	FALSE	"FOXC1 AR AGR2 XBP1 GABRP FOXA1 FBP1 BCL11A GATA3 CRIP1 VAV3 NAT1 TTK TSPAN1 DSC2 TSPAN13 INPP4B CRYAB UGT8 KIAA1324 RAB17 RAB27B ADIRF SOX10 ALCAM GPD1L TMBIM4 CDC20 SFRP1 NDC80 DUSP4 KRT18 TCF7L1 E2F3 DEK IMPA2 AKR7A3 SYBU CYP4B1 UGDH GSTP1 FUT8 KCNN4 GPR160 CXXC5 WWP1 ESR1 MMP7 ROPN1B ROPN1 MICALL1"	"CENPA"	"KIF2C CCNA2 TTK BIRC5 MELK PTTG1 ASPM TRIP13 PRC1 MAD2L1 CDCA8 CENPA BUB1B FOXM1 RACGAP1 CCNB1 CDC20 KPNA2 NDC80 CENPN CDK1 CHEK1 SPC25 TOP2A CENPE KIF14 CENPF EZH2 MCM10 FEN1 CENPM SHCBP1 CDC45 PBK MKI67 EXO1 RAD51AP1 AURKB ZWINT MCM2 STMN1 DEPDC1 DTL H2AFZ SPARCL1 ERCC6L CX3CR1 BLM KIF18A GTSE1 STIL DDX39A FANCI BUB1 KIAA0101 CENPU PLK1 CCNE1 KIF13B LRP8 CDC25A RFC4 RNASEH2A E2F1 GPSM2 PLSCR4 ECT2 RAD51 UBE2T EVL CTSV CDCA5 NUF2 NAT1 NME5 SFRP1 IGF1 COL16A1 CILP PDGFD FAM83D UHRF1 POLQ CDC7 TNS2 CRIM1"	"SFRP1"	"ERBB2 GRB7 GGCT NPY1R GATA3 NAT1"
"GO:0031109"	"microtubule polymerization or depolymerization"	5	FALSE	FALSE	"FOXC1 TTK BTG3 GATA3 TPX2 CCNA2 FOXA1"	"TPX2 CCNA2 TTK ASPM DLGAP5 UBE2C CDC20 PTTG1 BIRC5 FOXM1 CCNB2 AURKA AURKB MAD2L1 KIF14 CCNB1 MYBL2 RACGAP1 CHEK1 CDC45 CDKN3 KIF11 KIF23 BUB1B CDK1 CKS2 E2F8 CENPE TOP2A PLK1 CENPF GTSE1 STIL"	"PTTG1 TTK DLGAP5 BUB1B CCNA2 UBE2C BIRC5 FOXM1 TPX2 RACGAP1 CCNB1 AURKA NUSAP1 KIF11 CDK1 CHEK1 MAD2L1 ASPM CDKN3 CCNB2 TOP2A KIF14 EZH2 CDC20 AURKB NEK2 BLM KIF23 CENPE CCNE2 TACC3 CKS2 CENPF CDC45 E2F8 SPAG5 ZWINT GTSE1 ESPL1 CDC6 MYBL2 PLK4 CCNE1 DTL FANCI CDC25A KIAA0101 CKS1B FBXO5 CDT1 PLK1 STIL E2F1 ECT2 CDC7 BUB1 CDC25B PSMA7 PKMYT1 PSMD14 GTPBP4 BORA SFRP1 PTTG3P GATA3 ANLN BRCA2 KNTC1 ZWILCH BOP1 SKP2 RBL1 GMNN IGF1 PSRC1 FAM83D MASTL CDCA5 EIF4EBP1 GAS2L3 KNSTRN PSMD2 SOX11 RFWD3 DACH1 CDC25C STK26 HDAC2"	""	""
"GO:0031110"	"regulation of microtubule polymerization or depolymerization"	5	FALSE	TRUE	""	""	"RACGAP1 UBE2C DLGAP5 BIRC5 NUSAP1 AURKA KIF14 KIF23 AURKB CDC6 ESPL1 PLK1 ECT2 CDC25B PDGFD IGF1 CDCA5"	""	""
"GO:0031111"	"negative regulation of microtubule polymerization or depolymerization"	6	FALSE	FALSE	"TTK CHEK1 PTTG1 UBE2C MAD2L1 ASPM"	"TTK ASPM PTTG1 CDC20 UBE2C CHEK1 MAD2L1 BUB1B CCNB1 AURKB E2F8 PLK1 CENPF BUB1 BLM"	"TTK PTTG1 CCNB1 UBE2C CHEK1 MAD2L1 BUB1B ASPM CDC20 E2F8 AURKB CENPF BLM FBXO5 PLK1 BUB1 PTTG3P"	""	""
"GO:0031114"	"regulation of microtubule depolymerization"	6	FALSE	FALSE	""	"DLGAP5 PTTG1 TTK UBE2C CDC20 BIRC5 AURKA MAD2L1 CCNB1 BUB1B KIF11 CENPE"	"TTK DLGAP5 PTTG1 UBE2C BIRC5 CCNB1 NUSAP1 AURKA MAD2L1 BUB1B KIF11 CHEK1 CDC20 CENPE NEK2 CENPF ESPL1 CDC6 FBXO5 PLK1 BUB1 ANLN PKMYT1 IGF1 PTTG3P CDCA5 MASTL"	""	""
"GO:0031145"	"anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process"	7	FALSE	TRUE	""	"TTK PTTG1 CDC20 CHEK1 MAD2L1 UBE2C BUB1B CCNB1"	"TTK PTTG1 UBE2C CCNB1 CHEK1 MAD2L1 BUB1B CDC20 CENPF FBXO5 PLK1 BUB1 PTTG3P"	""	""
"GO:0031262"	"Ndc80 complex"	4	TRUE	FALSE	""	""	"UBE2C DLGAP5 NUSAP1 BIRC5 AURKA ESPL1 PLK1 IGF1 CDCA5"	""	""
"GO:0031330"	"negative regulation of cellular catabolic process"	4	FALSE	FALSE	""	"KIF2C PTTG1 CDC20 DLGAP5 UBE2C TTK MAD2L1 BUB1B RACGAP1 CENPE CCNB1 AURKB CENPF NEK2 PLK1"	"PTTG1 KIF2C TTK CCNB1 UBE2C DLGAP5 RACGAP1 MAD2L1 BUB1B CDC20 CENPE AURKB CENPF NEK2 ESPL1 SPAG5 CDC6 FBXO5 PLK1 BUB1 ECT2 PTTG3P CDCA5"	""	""
"GO:0031536"	"positive regulation of exit from mitosis"	6	TRUE	TRUE	""	""	"CCNB1 DLGAP5 ESPL1 CDC6 PLK1"	""	""
"GO:0031570"	"DNA integrity checkpoint"	5	FALSE	FALSE	""	"PTTG1 CDC20 UBE2C TTK MAD2L1 BUB1B CCNB1"	"PTTG1 UBE2C TTK MAD2L1 CCNB1 BUB1B CDC20 CENPF ESPL1 BUB1 PLK1 PTTG3P"	""	""
"GO:0031572"	"G2 DNA damage checkpoint"	6	FALSE	TRUE	""	"CCNB1 RACGAP1 SPAG5"	"RACGAP1 CCNB1 SPAG5 NEK2 ECT2 KNSTRN"	""	""
"GO:0031616"	"spindle pole centrosome"	7	TRUE	TRUE	""	""	""	""	"ETFA KMO G6PD"
"GO:0031974"	"membrane-enclosed lumen"	2	FALSE	FALSE	"AGR2 XBP1 GATA3 SFRP1 SOX10 SPDEF KLF5 RET"	""	"GATA3 MYB XBP1 CCNB1 TK1 SFRP1 TGFB3 IGF1 IGF1R GLI3 SOX11 TYMS"	"ASS1 GATA3 SFRP1"	"GATA3"
"GO:0031981"	"nuclear lumen"	5	FALSE	FALSE	""	""	"CCNB1 TPX2 PLK1 BORA PSRC1"	""	""
"GO:0032133"	"chromosome passenger complex"	5	TRUE	TRUE	"FOXA1 AGR2 SPDEF"	""	""	""	""
"GO:0032355"	"response to estradiol"	5	TRUE	TRUE	"FOXC1 AGR2 XBP1 GATA3 FOXA1 SFRP1 SERPINB5 SPDEF SOX10 KRT16 PRKX EN1 ELF5 PROM1 PHGDH SEMA3C ESR1 SLC9A3R1 MREG LMO4 CDH3 KRT5 ERBB4 HOXB2 CEBPB CTSV NFIB KRT17 GSTM3 MSN KLF5 TFCP2L1 UGCG WWTR1 FZD7 KLK5 SOSTDC1 PLOD1 RET TFAP2B"	""	"EZH2"	"CDH3 KRT5 SFRP1 PROM1 KRT17 ESR1 GATA3 PHGDH KRT16 UGCG SERPINB5 KRT14 FOXC1 FOXA1"	""
"GO:0032392"	"DNA geometric change"	6	FALSE	FALSE	"AGR2 SPDEF"	""	""	""	""
"GO:0032403"	"protein complex binding"	4	FALSE	TRUE	"FOXA1 AGR2 SPDEF"	""	""	""	""
"GO:0032434"	"regulation of proteasomal ubiquitin-dependent protein catabolic process"	7	FALSE	TRUE	"FOXA1 AGR2 SPDEF"	""	""	""	""
"GO:0032435"	"negative regulation of proteasomal ubiquitin-dependent protein catabolic process"	7	FALSE	FALSE	"FOXA1 CRIP1 SFRP1 ESR1 SERPINB5"	""	"SFRP1"	"SFRP1"	"FGFR2"
"GO:0032465"	"regulation of cytokinesis"	4	FALSE	TRUE	"FOXA1 ESR1 SFRP1"	""	"SFRP1 IGF1 ESR1"	"ESR1"	"FGFR2 ESR1"
"GO:0032466"	"negative regulation of cytokinesis"	4	TRUE	FALSE	"SFRP1"	""	"IGF1 SFRP1"	""	"FGFR2 ESR1"
"GO:0032467"	"positive regulation of cytokinesis"	4	TRUE	TRUE	"SFRP1"	""	"IGF1 SFRP1"	""	"FGFR2 ESR1"
"GO:0032506"	"cytokinetic process"	4	TRUE	FALSE	"FOXC1 AR AGR2 XBP1 GATA3 SFRP1 KIAA1324 CRYAB KRT18 TOX3 SOX10 WFS1 TMBIM4"	""	"MAD2L1 BIRC5 AURKA CDK1 KIF14 AURKB STIL CX3CR1 PLK1 SFRP1"	""	""
"GO:0032508"	"DNA duplex unwinding"	7	FALSE	TRUE	"ELF5 CEBPB"	""	""	""	""
"GO:0032549"	"ribonucleoside binding"	5	FALSE	FALSE	"FOXA1"	""	""	""	""
"GO:0032550"	"purine ribonucleoside binding"	6	FALSE	FALSE	""	""	""	""	"FGFR2 ESR1"
"GO:0032553"	"ribonucleotide binding"	5	FALSE	TRUE	"FOXA1 CRIP1"	""	""	""	""
"GO:0032555"	"purine ribonucleotide binding"	6	FALSE	FALSE	"FOXA1"	""	""	""	""
"GO:0032559"	"adenyl ribonucleotide binding"	7	FALSE	FALSE	"AGR2 SPDEF"	""	""	""	""
"GO:0032886"	"regulation of microtubule-based process"	3	FALSE	TRUE	"GATA3"	""	""	""	""
"GO:0033043"	"regulation of organelle organization"	4	FALSE	FALSE	""	""	"MELK ASPM RACGAP1 KIF14 TACC3 SHCBP1 CX3CR1"	""	""
"GO:0033044"	"regulation of chromosome organization"	5	FALSE	FALSE	"FOXC1 AR GATA3 FOXA1 CRIP1 SFRP1 SERPINB5 ESR1 ITGB8 CEBPB CTSV"	""	""	""	""
"GO:0033045"	"regulation of sister chromatid segregation"	4	FALSE	FALSE	""	"CEP55 RACGAP1 KIF20A AURKB KIF4A NUSAP1 KIF23 PLK1"	"CEP55 NUSAP1 RACGAP1 KIF4A KIF20A KIF23 AURKB PLK1 ANLN"	""	""
"GO:0033046"	"negative regulation of sister chromatid segregation"	4	FALSE	FALSE	""	""	"CENPN HJURP CENPA CENPU CENPM MIS18A OIP5 CENPI CENPO CENPW CENPK CASC5"	""	""
"GO:0033047"	"regulation of mitotic sister chromatid segregation"	5	FALSE	FALSE	""	""	"CENPA ASPM KIF4A UBE2C BIRC5 TPX2 KIF11 CENPN RACGAP1 CCNB1 TK1 RRM2 MCM2 HJURP NEK2 CENPM AURKA AURKB CENPE CDC45 KIF14 CENPF KIF23 UBE2S FBXO5 MYBL2 STMN1 OIP5 ASF1B BLM KIFC1 PLK1 CENPU ECT2 MMP1 RAD51 POLQ CIRBP HELLS FANCA HMGB2 CENPI SHMT2 PDSS1 MIS18A COL16A1 ANLN KNTC1 GMNN HMGA1 EVL AGO2 CASC5 PSRC1 TUBA1B NUP93 TUBA1C EIF4EBP1 CENPW CHAF1B ADRM1 GCH1 TMSB15B"	""	""
"GO:0033048"	"negative regulation of mitotic sister chromatid segregation"	5	FALSE	FALSE	""	""	"CENPA CENPN CENPM HJURP CENPE CENPF CDC45 MCM2 OIP5 ASF1B RAD51 CENPU HELLS CENPI HMGB2 CASC5 MIS18A CHAF1B"	""	""
"GO:0033260"	"nuclear DNA replication"	4	TRUE	FALSE	"FOXC1 AR AGR2 GABRP XBP1 FBP1 TFF1 CA12 FOXA1 TBC1D9 GATA3 BCL11A TSPAN13 INPP4B SFRP1 TTK CRYAB BTG3 CRIP1 SPDEF TSPAN1 VAV3 DSC2 RAB27B ELF5 SERPINB5 SOX10 RAB17 ADIRF CDCA7 DACH1 DEK KIAA1324 GPD1L IMPA2 TMBIM4 EN1 SLC44A4 CAMK2N1 REEP6 CDC20 NDC80 TCF7L1 E2F3 PRKX PROM1 ANP32E KRT16 DUSP4 KCNN4 ABAT PHGDH TOX3 ALCAM GPR160 CXXC5 SYT17 TRIM2 VGLL1 SYTL2 ANKRD30A"	"CENPA TTK NDC80"	"KIF2C CCNA2 PTTG1 UBE2C TTK BIRC5 HJURP TRIP13 KIF4A PRC1 DLGAP5 MAD2L1 CDCA8 MELK TPX2 RACGAP1 NUSAP1 BUB1B RRM2 ASPM CCNB1 AURKA NDC80 EZH2 CENPA CDK1 CDC20 CHEK1 CDC45 FOXM1 CENPN KPNA2 CENPF KIF11 E2F8 APOBEC3B TOP2A CENPE KIF14 CDKN3 FEN1 CCNB2 SPC25 SHCBP1 CKS2 KIF23 NEK2 AURKB STMN1 KIF15 DEPDC1 KIFC1 RAD51AP1 SPAG5 ZWINT CDC6 MYBL2 TACC3 PBK UBE2S CENPM CCNE2 H2AFZ ESPL1 BLM DTL TYMS CENPU SPARCL1 CCNE1 GTSE1 CKS1B PLK4 CYBRD1 FBXO5 BUB1 FANCI CDT1 STIL KIAA0101 ERCC6L CX3CR1 DDX39A MMP1 CIRBP KIF18A DBF4 KIF13B LRP8 ATAD2 PLK1 RFC4 ANLN SLC7A5 ASF1B CDC25A E2F1 OGN PLSCR4 NTN4 RAD51 SFRP1 ECT2 EVL LRRC17 COL14A1 CTSV CDC25B KIF18B GPSM2 SKA3 PIR NME5 IGF1 CDCA5 FAM83D NUF2 COL16A1 CXCL10 CBX7 ZBTB20 CDC7 HMGB3 LAMA2 DEPDC1B PDGFD MCM7 UHRF1 CILP CRIM1 ADAMDEC1 CDCA7"	"TRIM29 SFRP1 KRT17"	"ERBB2 GGCT GRB7 CA12 TBC1D9 ETFA NPY1R GATA3 SERPINA3 PMAIP1"
"GO:0033554"	"cellular response to stress"	3	FALSE	TRUE	"FOXC1 AGR2 XBP1 GABRP TSPAN1 FOXA1 GATA3 BCL11A CA12"	""	""	""	"ETFA GRB7 GATA3 NPY1R PMAIP1 CA12"
"GO:0034080"	"CENP-A containing nucleosome assembly"	6	TRUE	FALSE	"AGR2 SYTL2"	""	""	""	""
"GO:0034453"	"microtubule anchoring"	5	FALSE	FALSE	""	""	"KIF4A HJURP UBE2C CENPE BIRC5 TPX2 KIF11 ASPM RACGAP1 CCNB1 AURKA TK1 RRM2 CENPA CENPN BLM CENPF NEK2 MCM2 KIF23 AURKB KIF14 CENPM KIFC1 MYBL2 UBE2S PLK1 STMN1 FBXO5 ASF1B OIP5 MMP1 POLQ CENPU RAD51 ECT2 PDSS1 CHAF1B CENPI SHMT2 FANCA ADRM1 MIS18A HMGB2 PSRC1 EIF4EBP1 KNTC1 TUBA1B EVL NUP93 HMGA1 TUBA1C DERL1 H2AFX TUBB ANLN CHAF1A COL16A1 GMNN SOD2 CASC5 TCP1 GCH1 SF3B3 ACTR3 MAPT CENPW CENPO TMSB15B KCTD5 ARPC5L"	""	""
"GO:0034501"	"protein localization to kinetochore"	8	TRUE	FALSE	""	"TPX2 CCNB1 AURKA"	"TPX2 KIF11 RACGAP1 CCNB1 CHEK1 AURKA AURKB SPAG5 PLK4 NEK2 STMN1 PLK1 ECT2 BORA SKA1 PSRC1 SKA3 MAPT CKAP2 KNSTRN"	""	""
"GO:0034502"	"protein localization to chromosome"	6	FALSE	FALSE	""	""	"BIRC5 TPX2 KIF4A CENPA ASPM RACGAP1 KIF11 AURKA AURKB CENPE NEK2 CENPF MYBL2 KIF23 KIFC1 PLK4 CIRBP FBXO5 PLK1 NME5"	""	""
"GO:0034508"	"centromere complex assembly"	5	FALSE	FALSE	"XBP1"	""	""	""	""
"GO:0034724"	"DNA replication-independent nucleosome organization"	6	FALSE	FALSE	""	""	"CENPN TOP2A NUSAP1 HJURP CCNB1 CENPA NCAPH CDC45 BLM MCM4 MCM6 MCM2 NCAPG CENPU MCM5 CENPM HMGB3 ASF1B SMC4 MCM7 MCM3 OIP5 HELLS NCAPG2 MIS18A RAD51 CENPI SMC2 HMGB2 SRPK1 RECQL4 RAD54B GINS2 CHAF1A CHAF1B NCAPD2 H2AFX DNA2 CENPO HMGA1 CASC5 CENPW CDCA5"	""	""
"GO:0035173"	"histone kinase activity"	7	FALSE	FALSE	""	""	"EZH2 PLK1"	""	""
"GO:0035174"	"histone serine kinase activity"	8	TRUE	TRUE	""	"CDC20 TTK UBE2C MAD2L1"	"TTK UBE2C MAD2L1 BUB1B CCNB1 CDC20 CENPF PLK1 BUB1"	""	""
"GO:0035371"	"microtubule plus-end"	6	TRUE	FALSE	""	"CDC20 TTK UBE2C MAD2L1 CCNB1"	"TTK CCNB1 UBE2C MAD2L1 BUB1B CDC20 CENPF PLK1 BUB1"	""	""
"GO:0035404"	"histone-serine phosphorylation"	5	TRUE	TRUE	"CRIP1 XBP1"	""	""	""	""
"GO:0035556"	"intracellular signal transduction"	4	FALSE	TRUE	""	"BUB1B CDK1 CENPA AURKB"	"BUB1B CDK1 CENPA AURKB SPDL1 CASC5"	""	""
"GO:0035639"	"purine ribonucleoside triphosphate binding"	5	FALSE	FALSE	"GATA3"	""	""	""	""
"GO:0036094"	"small molecule binding"	3	FALSE	TRUE	""	""	"KIF2C TTK KIF4A PRC1 UBE2C NDC80 BIRC5 TPX2 RRM2 ASPM RACGAP1 TK1 CENPA KIF11 CENPN HJURP CCNB1 AURKA MCM2 CENPE KIF14 KIF23 AURKB CENPF TACC3 NEK2 ESPL1 SPAG5 MYBL2 SPC25 UBE2S KIFC1 BLM STMN1 CENPM FBXO5 PLK1 ASF1B STIL CENPU OIP5 SMC4 KIF18A ECT2 KIF18B MMP1 PDSS1 RAD51 POLQ EVL CENPI HMGB2 TUBA1B TUBA1C SFRP1 FANCA SHMT2 CHAF1B BORA MIS18A PSRC1 ANLN KNTC1 COL16A1 MRPL15 SMC2 HMGA1 MAPT GMNN CENPW ANP32E ADRM1 COL14A1 TUBB NUP93 TMSB15B KRT14 CASC5 EIF4EBP1"	""	""
"GO:0040001"	"establishment of mitotic spindle localization"	5	FALSE	TRUE	""	""	"CENPA CENPN CENPM HJURP CENPF CDC45 CENPE MCM2 OIP5 ASF1B CENPU RAD51 HELLS HMGB2 CASC5 CENPI MIS18A CHAF1B HMGA1"	""	""
"GO:0042177"	"negative regulation of protein catabolic process"	4	FALSE	TRUE	"FOXC1 AR AGR2 XBP1 FBP1 TTK FOXA1 GATA3 BCL11A SFRP1 NDC80 VAV3 RAB17 SLC44A4 CRYAB SERPINB5 DEK TSPAN1 ALCAM KIAA1324 ANP32E KRT16 LIMA1 TCF7L1 DACH1 PHGDH CDC20 MMP7 KIF2C TOX3 KRT18 SYT17"	"TPX2 CENPA CCNA2 KIF2C TTK UBE2C NDC80 ASPM BIRC5 PTTG1 DLGAP5 FOXM1 CDC20 PRC1 MAD2L1 HJURP CDCA8 KIF14"	"KIF2C TTK CCNA2 PTTG1 UBE2C BUB1B BIRC5 KIF4A PRC1 DLGAP5 NUSAP1 RRM2 TPX2 TRIP13 MAD2L1 NDC80 HJURP ASPM RACGAP1 CCNB1 FOXM1 CENPA KIF20A TOP2A CDK1 AURKA TK1 CDCA8 CDC20 EZH2 KIF11 CENPN CHEK1 CENPE KIF14 CDC45 CCNB2 CDCA3 CKS2 CENPF NCAPG TACC3 MKI67 AURKB FEN1 NEK2 KIFC1 MCM2 MYBL2 ZWINT KIF15 UBE2S CENPM LMNB1 ESPL1 KIF23 NCAPH SPAG5 MCM6 MCM4 MCM5 STMN1 PBK H2AFZ SPC25 FAM64A CENPU BLM CDC6 PLK1 ERCC6L LRP8 STIL CIRBP ATAD2 FBXO5 CDC25A PLK4 KIAA0101 KIF18A OIP5 MMP1 ASF1B CTSV BUB1 RFC4 HMGB3 KIF13B KIF18B GPSM2 CXCL10 ECT2 EVL E2F1 CDC25B MCM7 HELLS SMC4 NME5 RAD51 CDC7 MCM3 PSMA7 NCAPG2 PLSCR4 SFRP1 ESR1 GATA3 PDSS1 PLA2G7 CBX7 RAD54L HMGB2 POLQ DSCC1 ANLN GINS2 ERBB4 PTTG3P MAPT PHGDH COL16A1 C4B CRIM1 IGF1 PRDX4 DIAPH3 CENPW DKC1 COL14A1 PKMYT1 GTPBP4 FAM83D LAMB2 SHMT2 UHRF1 NTN4 LAMA2 SLAMF8 MTFR1 CDCA5 MYB SKA3 DNMT3B KDM4B MTFR2 KRT14 CENPI FANCA RAD54B CASC5 NCAPD2 SKA1 MIS18A TIMELESS NUF2 DACH1 PFKP RECQL4 IGFBP4 TMSB15B SPDL1 RFC3 NUP93 STAT1 IRS1 COL4A5 CXCL9 GBP1 SMC2 SRPK1 PCNA TUBA1B HMGA1 ADRM1 TUBA1C AQP9 AGO2 MRPL15 BYSL MFAP4 KRT5"	""	"ERBB2 GRB7 GATA3 GGCT"
"GO:0042555"	"MCM complex"	4	TRUE	FALSE	"ABAT ACOX2 ECI2 ACADSB CROT CRAT SLC27A2 IRS1 HSD17B4 FAAH CRABP1 ALDH4A1 CYP39A1 ECI1 AMACR AKT1"	""	""	""	""
"GO:0043044"	"ATP-dependent chromatin remodeling"	7	FALSE	FALSE	""	""	"AURKA STIL FAM83D"	""	""
"GO:0043066"	"negative regulation of apoptotic process"	5	FALSE	TRUE	""	"UBE2C AURKA BIRC5"	"RACGAP1 CCNB1 KIF23 UBE2C DLGAP5 MAD2L1 NUSAP1 BIRC5 PLK4 CDC6 AURKA ESPL1 AURKB KIF14 CDC45 E2F8 GTSE1 CDC25B PLK1 CDC7 ECT2 PSMA7 PSMD14 PSMD7 PSMD2 ORC1 PSMD12 IGF1 PSMA4 PSMB5 PSMA5 FAM83D CDCA5 PSMB3 BRCA1 RBM38 PSME2 KIF20B"	""	""
"GO:0043069"	"negative regulation of programmed cell death"	4	FALSE	TRUE	""	"TPX2 AURKA AURKB CCNB1"	"CCNB1 TPX2 AURKA AURKB PLK1 BORA PSRC1"	""	""
"GO:0043138"	"3'-5' DNA helicase activity"	10	TRUE	FALSE	""	""	"CCNB1 MAD2L1"	""	""
"GO:0043146"	"spindle stabilization"	6	TRUE	FALSE	""	""	"MAD2L1"	""	""
"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	6	FALSE	TRUE	""	""	"CCNB1 MAD2L1"	""	""
"GO:0043168"	"anion binding"	4	FALSE	FALSE	""	"TPX2 BIRC5 RACGAP1 KIF11 NEK2 KIF4A AURKB MYBL2"	"TPX2 BIRC5 KIF11 RACGAP1 KIF4A KIF23 AURKB NEK2 KIFC1 MYBL2 PLK1"	""	""
"GO:0043203"	"axon hillock"	5	TRUE	TRUE	""	""	"CCNA2 AURKA EZH2 TK1 H2AFZ CCNE1 LRP8 TYMS CXCL10 STC2 GGH ESR1"	""	"GATA3 NPY1R ESR1"
"GO:0043228"	"non-membrane-bounded organelle"	3	FALSE	FALSE	""	"KIF2C TTK PTTG1 DLGAP5 CDC20 CDCA8 UBE2C NDC80 TRIP13 CCNB1 MAD2L1 NCAPG RACGAP1 KIF14 BUB1B AURKB NCAPH TOP2A CENPE CENPF NUSAP1 KIFC1 NEK2 KIF18A PLK1 ESPL1"	"KIF2C TTK PTTG1 CCNB1 UBE2C DLGAP5 TRIP13 RACGAP1 MAD2L1 NUSAP1 CDCA8 NDC80 BUB1B TOP2A CDC20 CENPE KIF14 NEK2 AURKB CENPF NCAPG KIFC1 ESPL1 NCAPH SPAG5 ZWINT FBXO5 KIF18A PLK1 SMC4 KIF18B BUB1 ECT2 DSCC1 PTTG3P CDCA5 SPDL1 SMC2"	""	""
"GO:0043231"	"intracellular membrane-bounded organelle"	4	FALSE	TRUE	"AGR2 XBP1 WFS1 TMBIM6"	""	""	""	""
"GO:0043232"	"intracellular non-membrane-bounded organelle"	4	FALSE	FALSE	"XBP1 WFS1 TMBIM6"	""	""	""	""
"GO:0043233"	"organelle lumen"	3	FALSE	FALSE	"AGR2 XBP1"	""	""	""	""
"GO:0043486"	"histone exchange"	6	FALSE	FALSE	""	""	"UBE2C TTK MAD2L1 CCNB1 BUB1B CDC20 CENPF PBK BUB1 PLK1"	""	""
"GO:0043566"	"structure-specific DNA binding"	6	FALSE	FALSE	""	""	"DLGAP5 ESPL1 PLK1"	""	""
"GO:0043933"	"macromolecular complex subunit organization"	3	FALSE	FALSE	""	"UBE2C CCNA2 TTK BIRC5 CDC20 DLGAP5 CDK1 MAD2L1 BUB1B CCNB1 KIF14 CDC45"	"TTK BIRC5 CCNA2 UBE2C DLGAP5 BUB1B CCNB1 CDK1 MAD2L1 EZH2 CENPE CENPF ESPL1 KIF14 CDC20 GTSE1 BLM CDC45 FBXO5 CDC6 PLK1 E2F1 FANCI CDC7 BUB1 PSMA7 PSMD14 KNTC1 PSMD2 SOX11 ANLN PSMD7 PSMD12 PSMB5 RAD51C PSMA4 RFWD3 PSMB3 PSMC4 FAM83D CDCA5 PSME2 PSMA5 PSMB4 CHEK2 RBM38 PSMD1 BID"	""	""
"GO:0044380"	"protein localization to cytoskeleton"	6	FALSE	FALSE	""	"UBE2C CCNA2"	"UBE2C TTK MAD2L1 BUB1B CCNA2 CCNB1 CDK1 EZH2 CENPF BLM GTSE1 CDC20 PLK1 BUB1 FANCI PSMA7 PSMD14 PSMD7 PSMA4 PSMD2 PSMB3 PSMA5 SOX11 PSMB9 PSMD12 CHEK2 PSMC4 RBM38 PSME2 PSMB5 RFWD3 PSMB4 PSMD3 PSMB2 PSMD1 NAE1 UBE2D1 PSMA1 CDK2 TICRR PSMD8 PSMD11 GEN1 BRD7 PSMC1 PSMB1 CSNK2A1 PSMC3"	""	""
"GO:0044427"	"chromosomal part"	4	FALSE	FALSE	""	"UBE2C DLGAP5 BIRC5"	"UBE2C DLGAP5 BIRC5 CDC45 ESPL1 CDC6 PLK1 CDC7 CDCA5 FAM83D"	""	""
